Category,Name,Description,File Name,image url
bags,Big Max Dri-Lite Cart ,"Built to perform in all conditions, the BIG MAX DRI LITE Active Cart Bag blends practicality with full-featured convenience. A spacious 14-way padded top with full-length dividers provides plenty of club storage. Waterproof materials, seams and zippers protect your equipment and accessories from the elements. 9 pockets – including waterproof apparel and valuables pockets – afford a safe space for all on-course necessities.",Big Max Dri-Lite Cart.jpg,https://dks.scene7.com/is/image/GolfGalaxy/18BGXMDRLTCTVCBXXBAG_CHARCOAL_FUCHSIA?wid=1400&fmt=jpg
Driver,Callaway Mavrik SubZero Driver,"Key Features of the Callaway MAVRIK Sub Zero Driver:
Low spin, neutral bias, 450cc head features an adjustable 14g and 2g weight to promote ideal launch and spin
New Artificial Intelligence designed Flash Face SS20 contains a thinner face across a more expansive area for ultra-fast ball speeds
High-strength FS2S Titanium face allows for optimal speed, forgiveness and spin performance
Two internal Jailbreak bars connect the crown to the sole, stabilizing and stiffening those points at impact
Triaxial carbon fabric – TC2 – promotes high MOI for better distance and accuracy performance on mis-hits
Acoustic A.I. design features an internal titanium rib system that fine-tunes the head for unparalleled sound and feel
Experience a breakthrough in low spin and high MOI with the Callaway MAVRIK Sub Zero Driver. Engineered with improved technologies, the driver contains a slightly smaller 450cc head combined with an adjustable 14g and 2g weight to promote ideal launch and spin. New A.I. designed Flash Face SS20 is constructed with high-strength FS2S Titanium for optimal ball speed, forgiveness and spin performance. Revolutionary Jailbreak Technology uses two internal bars to stabilize the crown and sole for even greater ball speed, while the T2C Triaxial Carbon Crown promotes better distance and accuracy performance on mis-hits.

Design Details:
Designed to equip golfers with a rare, powerful combination of low spin and high MOI
Remarkable new technologies allows for smarter and extensive performance improvements in the face and clubhead
Project X Evenflow Riptide shafts are designed for stronger golfers looking for a better feel and a smoother swing
Aldila Rogue White 130 M.S.I. shafts are designed for golfers looking for lower launch and lower spin
Grip: Golf Pride Tour Velvet Align Gray 55g Grip",Callaway Mavrik SubZero Driver.jpg,https://dks.scene7.com/is/image/GolfGalaxy/19CWYMMVRKSZDRLDGDRV?wid=1400&fmt=jpg
Driver,Callaway Mavrik Max Driver,"Key Features of the Callaway MAVRIK MAX Driver:
Larger footprint in the 460cc head combined with an adjustable 14g and 2g weight promotes high MOI, easy launch and draw bias capabilities
New Artificial Intelligence designed Flash Face SS20 contains a thinner face across a more expansive area for ultra-fast ball speeds
High-strength FS2S Titanium face allows for optimal speed, forgiveness and spin performance
Two internal Jailbreak bars connect the crown to the sole, stabilizing and stiffening those points at impact
Triaxial carbon fabric – TC2 – promotes high MOI for better distance and accuracy performance on mis-hits
Acoustic A.I. design features an internal titanium rib system that fine-tunes the head for unparalleled sound and feel
Experience maximum playability with the Callaway MAVRIK MAX Driver. Engineered with improved technologies, the long, easy-to-hit driver gives golfers the ability to reduce slices off the tee. A larger footprint in the 460cc head combines with an interchangeable 14g and 2g weight to promote improved forgiveness and draw. New A.I. designed Flash Face SS20 is constructed with high-strength FS2S Titanium for optimal ball speed, forgiveness and spin performance.

Design Details:
Designed to equip golfers with a long, easy-to-hit driver that gives them the ability to reduce slices off the tee
Remarkable new technologies allows for smarter and extensive performance improvements in the face and clubhead
UST Helium Black shafts are designed for all golfers looking for a lightweight structure with incredible stability
Project X Evenflow Riptide shafts are designed for stronger golfers looking for a better feel and a smoother swing
Grip: Golf Pride Tour Velvet Align Gray 50g Grip",Callaway Mavrik Max Driver.jpg,https://dks.scene7.com/is/image/GolfGalaxy/19CWYMMVRKMXDRSTHDRV?wid=1400&fmt=jpg
Driver,Callaway Mavrik Driver,"Key Features of the Callaway MAVRIK Driver:
New Artificial Intelligence designed Flash Face SS20 contains a thinner face across a more expansive area for ultra-fast ball speeds
Cyclone Aero shape features a shallower silhouette with a flat crown to decrease drag for increased clubhead speed
High-strength FS2S Titanium face allows for optimal speed, forgiveness and spin performance
Two internal Jailbreak bars connect the crown to the sole, stabilizing and stiffening those points at impact
Triaxial carbon fabric – TC2 – promotes high MOI for better distance and accuracy performance on mis-hits
Acoustic A.I. design features an internal titanium rib system that fine-tunes the head for unparalleled sound and feel
Push performance to the next level with the Callaway MAVRIK Driver. Engineered with improved technologies, the driver is designed to equip golfers with a combination of incredible distance, forgiveness, consistency and feel. New A.I. designed Flash Face SS20 is constructed with high-strength FS2S Titanium for optimal ball speed, forgiveness and spin performance. Revolutionary Jailbreak Technology uses two internal bars to stabilize the crown and sole for even greater ball speed, while the T2C Triaxial Carbon Crown promotes better distance and accuracy performance on mis-hits.

Design Details:
Designed to equip golfers with a combination of incredible distance, forgiveness, consistency and feel
Remarkable new technologies allows for smarter and extensive performance improvements in the face and clubhead
Single, fixed 5g weight located in the back-center of the sole promotes mid-level spin and a moderate draw bias
UST Helium Black shafts are designed for all golfers looking for a lightweight structure with incredible stability
Project X Evenflow Riptide shafts are designed for stronger golfers looking for a better feel and a smoother swing
Aldila Rogue White 130 M.S.I. shafts are designed for golfers looking for lower launch and lower spin
Grip: Golf Pride Tour Velvet Align 50g Grip",Callaway Mavrik Driver.jpg,https://dks.scene7.com/is/image/GolfGalaxy/19CWYMMVRKDRHLM40DRV?wid=1400&fmt=jpg
Driver,PING GLE 2 Driver,"Gain speed without sacrificing performance by teeing up a G Le 2.0 Driver. PING®’s lighter, faster driver is constructed with speed-generating aerodynamics to reduce drag for increased club head speed. Internal heel-biased weighting is available to help control right-to-left spin resulting in straighter ball flights. A thinner, ultra-strong T9S+ face equips the PING® G Le 2.0 Driver for explosive ball velocity.

Design:
Lighter, faster driver designed with inspired craftsmanship equips golfers with a blend of consistent performance and forgiveness
Speed-generating aerodynamics reduces drag and promotes faster club head speed
Internal heel-biased weighting helps to control right-to-left spin resulting in straighter ball flights
Soft crown turbulators present to assist in framing the ball at address
Thinner, ultra-strong T9S+ face optimizes face deflection for faster ball speeds and longer drives
Aided alignment and stiffened head structure achieved due to the creased crown
Trajectory Tuning 2.0 Hosel Technology provides 8 loft options for +/- 1.5° of loft adjustment
PING ULT240 Lite graphite shaft helps generate increased speed while reducing overall system weight
Shaft: PING ULT240 Lite Graphite Shaft
Grip: Golf Pride Tour Velvet 360 Grip
Brand : PING
Web ID: 19PNGWGL20DRVRLRHDRV
SKU: 20304144",PING GLE 2 Driver.jpg,https://dks.scene7.com/is/image/GolfGalaxy/19PNGWGL20DRVRLRHDRV?wid=1400&fmt=jpg
Wood,Callaway Mavrik Max Wood,"Key Features of the Callaway MAVRIK MAX Fairway Wood:
Largest, most forgiving head combined with interchangeable sole weights promotes incredible forgiveness, easy launch and draw bias capabilities
New Artificial Intelligence designed Flash Face SS20 works with the size, shape and CG location to promote optimum speed and spin
Face Cup Technology combined with Forged C300 Maraging Steel allows for ultra-fast ball speed and optimized performance
Two internal Jailbreak bars connect the crown to the sole, stabilizing and stiffening those points at impact
Triaxial carbon fabric – TC2 – promotes high MOI for better distance and accuracy performance on mis-hits
Progressive lower leading edge geometry provides improved performance on shots that are hit lower on the face
Interchangeable weighting system offers a variety of launch angles, spin-rates and neutral/draw bias
Experience an evolution in forgiveness while playing the Callaway MAVRIK MAX Fairway Wood. Engineered with remarkable technologies, Callaway’s most forgiving fairway wood is designed to equip golfers with improved stability and higher MOI. A larger head combined with interchangeable sole weights promotes easy launch and draw bias capabilities. New A.I. designed Flash Face SS20 is constructed with Forged C300 Maraging Steel for optimal ball speed and spin performance. Revolutionary Jailbreak Technology uses two internal bars to stabilize the crown and sole for even greater ball speed, while the T2C Triaxial Carbon Crown promotes better distance and accuracy performance on mis-hits.

Design Details:
Callaway’s most forgiving fairway wood designed to equip golfers with improved stability and increased MOI
Remarkable new technologies allows for smarter and extensive performance improvements in the face and clubhead
UST Helium Black shafts are designed for all golfers looking for a lightweight structure with incredible stability
Project X Evenflow Riptide shafts are designed for stronger golfers looking for a better feel and a smoother swing
Grip: Golf Pride Tour Velvet Align Gray 50g Grip
Brand : Callaway
Web ID: 19CWYMMVRKMXFRWYRFWY",Callaway Mavrik Max Wood.jpg,https://dks.scene7.com/is/image/GolfGalaxy/19CWYMMVRKMXFRWYRFWY?wid=1400&fmt=jpg
Wood,Callaway Mavrik Wood,"Key Features of the Callaway MAVRIK Fairway Wood:
New Artificial Intelligence designed Flash Face works with the size, shape and CG location to promote optimum speed and spin
Single fixed sole weight allows for low Center of Gravity, high launch and flat trajectory
Flash Face SS20 combined with Forged C300 Maraging Steel allows for ultra-fast ball speed and optimized performance
Two internal Jailbreak bars connect the crown to the sole, stabilizing and stiffening those points at impact
Triaxial carbon fabric – TC2 – promotes high MOI for better distance and accuracy performance on mis-hits
Progressive leading edge geometry provides increased ball speed for improved performance
Interchangeable weighting system offers a variety of launch angles, spin-rates and neutral/draw bias
Elevate distance and performance while playing the Callaway MAVRIK Fairway Wood. Engineered with improved technologies, Callaway’s fastest fairway wood is designed for confidence with a large and expansive hitting area. New A.I. designed Flash Face SS20 is constructed with Forged C300 Maraging Steel for optimal ball speed and spin performance. Revolutionary Jailbreak Technology uses two internal bars to stabilize the crown and sole for even greater ball speed, while the T2C Triaxial Carbon Crown promotes better distance and accuracy performance on mis-hits.

Design Details:
Callaway’s fastest fairway wood designed for confidence with a large and expansive hitting area
Remarkable new technologies allows for smarter and extensive performance improvements in the face and clubhead
UST Helium Black shafts are designed for all golfers looking for a lightweight structure with incredible stability
Project X Evenflow Riptide shafts are designed for stronger golfers looking for a better feel and a smoother swing
Aldila Rogue White 130 M.S.I. shafts are designed for golfers looking for lower launch and lower spin
Grip: Golf Pride Tour Velvet Align Gray 50g Grip
Brand : Callaway
Web ID: 19CWYMMVRKFRWYRPTFWY",Callaway Mavrik Wood.jpg,https://dks.scene7.com/is/image/GolfGalaxy/19CWYMMVRKFRWYRPTFWY?wid=1400&fmt=jpg
Wood,PING GLE 2 Wood,"Improve your launch game with the G Le 2.0 Fairway Wood. Designed to be lighter and easier to launch, PING®’s G Le 2 Fairways are constructed with a thinner, faster C300 face that allows for a considerably higher MOI and greater forgiveness. Interal weighting is present to promote accurate spin in order to steer the ball on the correct path, while an eight-position loft adjustability allows golfers to engage in a customizable experience. PING®’s lightweight shaft option helps generate increased head speed while reducing overall system weight.

Design:
Inspired craftsmans equips golfers with a club that is lighter, easier to launch and added forgiveness
Thinner, faster maraging C300 face allows for a considerably higher MOI and greater forgiveness
Internal weighting promotes right-to-left spin to steer the ball on the correct path line
Eight-position loft adjustability allows golfers to engage in a customizable experience
PING ULT240 Lite graphite shaft helps generate more club head speed and ball velocity while reducing overall system weight
Brand : PING
Web ID: 19PNGWGL20FRWYLRHFWY",PING GLE 2 Wood.jpg,https://dks.scene7.com/is/image/GolfGalaxy/19PNGWGL20FRWYLRHFWY?wid=1400&fmt=jpg
Hybrid,Callaway Super Hybrid Hybrid,"Key Features of the Callaway Super Hybrid:
High strength Titanium Face Insert combined with two internal Jailbreak Bars provides incredible ball speed, maximum spin and extensive distance
Titanium body with low CG strengthens construction while redistributing weight for consistent, penetrating launch
High volume of Metal Injection Molded tungsten weight is precisely placed to provide enhanced launch and trajectory control
T2C Triaxial Carbon Crown contains a tighter weave that redistributes weighting within the head for a lower CG to create controlled launch and forgiveness
Lighter OptiFit 3 Hosel creates easier launch and optimal ball flight for maximum control and adjustability
Gain incredible power while playing the Callaway Super Hybrid. Designed to deliver fairway wood-like distance, the Super Hybrid creates incredible ball speed and optimized ball flight for maximum distance. A high strength Titanium Face Insert combined with Jailbreak Technology allows for consistent, penetrating launch and improved performance. Metal Injection Molded tungsten weights have been placed at a higher volume in order to provide enhanced launch and trajectory control. Thanks to the T2C Triaxial Carbon Crown, the hybrid contains a lower CG for controlled forgiveness and higher MOI, resulting in consistent distance on off-center hits.

Design Details:
Equips golfers with a powerful hybrid that delivers extreme ball speed and optimized ball flight for maximum distance
Category-defining distance technologies combines with improved innovations to create a hybrid that can deliver the power of a fairway wood
Mitsubishi Tensei Shaft features a multi-material design and counter-balanced weighting for tour preferred control, stability and feel
Shaft: Mitsubishi Tensei CK Orange 80 Graphite Shaft
Grip: Golf Pride MCC Align Silver Grip
Brand : Callaway
Web ID: 19CWYMSPRHYBRDXXXHYB",Callaway Super Hybrid Hybrid.jpg,https://dks.scene7.com/is/image/GolfGalaxy/19CWYMSPRHYBRDXXXHYB?wid=1400&fmt=jpg
Hybrid,Callaway Mavrik Pro Hybrid,"Ordering Guidelines:
Custom items cannot be returned or exchanged

Key Features of the Callaway MAVRIK Pro Hybrid:
Compact, smaller profile face and cambered sole allow for a fairway wood-like shape that offers a neutral CG and ball flight
New Artificial Intelligence designed face construction works with the size, shape and CG location to promote optimum speed and spin
Face Cup Technology combined with Flash Face SS20 promotes ultra-high ball speed and increased distance
Two internal Jailbreak bars connect the crown to the sole, stabilizing and stiffening those points at impact
Various head shapes and sizes offered for easier launch and penetrating ball flight
Speed, stability and CG location allow for easy launch, long carry and soft landings
Add versatility to your game while playing the Callaway MAVRIK Pro Hybrid. Engineered with a fairway wood-like shape, the MAVRIK Pro is designed for better players, including Tour pros, who prefer a flatter lie-angle and versatility of the increased sole-camber. The Artificial Intelligence (A.I.) designed face construction combined with Flash Face SS20 and Face Cup Technology promotes a blend of easy launch, long carry and soft landings. Revolutionary Jailbreak Technology uses two internal bars to stabilize the crown and sole for optimal ball speed.

Design Details:
Designed for better players, including Tour pros, who prefer a flatter lie-angle and versatility of the increased sole-camber
Remarkable new technologies allows for smarter and extensive performance improvements in the face and clubhead
Brand : Callaway
Country of Origin : Imported
Web ID: 19CWYUMVRKPRHYBRDSPW
SKU: 20780792",Callaway Mavrik Pro Hybrid.jpg,https://dks.scene7.com/is/image/GolfGalaxy/19CWYUMVRKPRHYBRDSPW?wid=1400&fmt=jpg
Hybrid,Callaway Mavrik Max Hybrid,"Key Features of the Callaway MAVRIK MAX Hybrid:
Larger, progressive head shape and deeper Center of Gravity allows for higher MOI and easy launch
New Artificial Intelligence designed face construction works with the size, shape and CG location to promote optimum speed and spin
Face Cup Technology combined with Flash Face SS20 promotes ultra-high ball speed and increased distance
Two internal Jailbreak bars connect the crown to the sole, stabilizing and stiffening those points at impact
Various head shapes and sizes offered for easier launch and penetrating ball flight
Speed, stability and CG location allow for easy launch, long carry and soft landings
Optimize playability on the course with the Callaway MAVRIK MAX Hybrid. Engineered with remarkable technologies, the hybrid features a large, progressive head shape and deeper Center of Gravity for higher MOI and easy launch. The Artificial Intelligence (A.I.) designed face construction combined with Flash Face SS20 and Face Cup Technology promotes a blend of easy launch, long carry and soft landings. Revolutionary Jailbreak Technology uses two internal bars to stabilize the crown and sole for optimal ball speed.

Design Details:
Callaway’s most technologically advanced hybrid designed to equip golfers with easy launch and incredible distance
Remarkable new technologies allows for smarter and extensive performance improvements in the face and clubhead
Project X Catalyst shafts offer mid trajectory and mid spin by providing extreme stability and distance control
Grip: Golf Pride Tour Velvet 360 Soft 50g Grip
Brand : Callaway
Web ID: 19CWYMMVRKMXHYBRDHYB",Callaway Mavrik Max Hybrid.jpg,https://dks.scene7.com/is/image/GolfGalaxy/19CWYMMVRKMXHYBRDHYB?wid=1400&fmt=jpg
Wedge,Titleist SM8Wedge,"Ordering Guidelines:
Custom items cannot be returned or exchanged

Find your perfect grind with the Titleist Vokey Design SM8 Wedges. Bob Vokey’s 6 Tour-proven sole grinds give all golfers a set of wedges fit for their swing type and course conditions. Finely-tuned Progressive Center of Gravity placement achieves improved trajectory, distance control and feel. The Spin Milled groove cutting process and 100% quality inspection prove nothing spins like a Vokey.

HIT YOUR NUMBER:
Vokey recommends 4° - 6° of loft separation between your wedges, resulting in 10-15 yard gaps
ONE GIANT SHIFT FORWARD:
The shift that will reshape your wedge game. SM8 features a center of gravity that is pushed forward from the face, through the use of high density tungsten, producing a more consistent, pure strike that helps you hit your target more often.

For golfers, this means improved feel, improved ball flight, and a club face that simply wants to square at impact for more consistent results.",Titleist SM8Wedge.jpg,https://dks.scene7.com/is/image/GolfGalaxy/20TTLUSM8CSTMXXXXWDG?wid=1400&fmt=jpg
Wedge,Callaway Jaws Wedge,"The product of rigorous testing and Tour validation, Callaway JAWS MD5 Wedges set a new performance standard. Versatile bounce/sole grind combinations, including the new Low Bounce W-Grind, enable playability from the fairway, rough and sand. Proprietary JAWS groove design combines with Groove-In-Groove Technology to create incredible spin and unparalleled short game control. Loft-optimized weighting and a soft 8620 Carbon Steel construction enable uniquely satisfying feel.

More Options to Lower Your Score - Selecting Sole Grind:
JAWS MD5 Wedges are available in 5 grind options, each with generous camber from heel to toe for smooth turf interaction and soft feel
C-Grind: Increased relief, especially at the heel, making it easier to play shots with the face open. Ideal for medium to shallow attack angles and/or firm course conditions. (8° Bounce)
S-Grind: Medium-width sole with slight camber at the back and moderate heel relief to keep the leading edge low through impact, promoting solid contact on open-faced shots. (10° Bounce)
W-Grind: Sole is wider at the center and toe, and narrower at the heel, with moderate heel relief and generous front-to-back camber. That prevents digging without increasing bounce, and keeps the leading edge close to the turf at impact. Great for open-faced shots and more versatile than the previous W-Grind. (12° Bounce)
Low Bounce W-Grind:Direct result of Tour player feedback that delivers increased playability around the green while providing moderate heel relief and generous front-to-back camber. Great for playing a wider variety of greenside shots.
X-Grind: Features a narrow, high-bounce crescent sole with the low point near the front. Excellent for moderate to steep attack angles and medium-to-soft course conditions (12° Bounce)
The New Standard for Wedge Performance
Most vigorously tested and Tour-validated wedge Callaway has ever offered
Tour refined shapes, sole grinds and camber make it easier to create clean contact on tight lies for greater control
4 weight ports and milled aluminum medallions enables positioning of the CG progressively upward as loft increases for solid feel on every shot
Club head constructed of soft 8620 Carbon Steel to equip golfers with a uniquely satisfying feel
New JAWS Groove Design with Groove-In-Groove Technology
New JAWS groove design creates groove-edge sharpness for maximum grip and spin control
Proprietary Groove-In-Groove Technology is saw-cut and horizontally milled to precise tolerances for spin
Lower-lofted wedges (52° and below) feature a 20D groove for more consistent spin on fuller shots
Higher-lofted wedges (54° and up) feature an aggressive 5D groove for maximum control out of the rough and around green
Each 16-groove configuration features Callaway’s extra “Nip It” groove near the leading edge for added spin control
Micro-Positive Surface Roughness milled into the flat parts of the face enable increased spin on a variety of shots
3 raised micro ridges extend the length of the hitting area to grab golf ball’s cover and deliver Tour-level spin control
Combination of grooves + micro grooves provides 84 contact points for the face to grab the ball’s cover
Details
Developed by Roger Cleveland and Callaway R&D, with heavy influence by Tour-pro input
Total performance wedge with premium shape, striking finish, outstanding feel, unique versatility and exceptional spin
Shaft: True Temper Tour Issue 115 Steel Shaft/Project Catalyst 80 Graphite Shaft
Grip: Lamkin UTX Blue/Black Grip
Brand : Callaway
Web ID: 19CWYMMD5JWSCHRMXWDG",Callaway Jaws Wedge.jpg,https://dks.scene7.com/is/image/GolfGalaxy/19CWYMMD5JWSCHRMXWDG_Chrome?wid=1400&fmt=jpg
Wedge,PING Glide 3.0 Wedge,"Save shots in the scoring zone with the Glide 3.0 Wedge. The tour-proven wedge is designed with a rounded head profile, tapered hosel and more offset to create higher spin, enhanced feel and incredible control. Loft-specific Precision Milled Grooves optimize ball interaction at impact for improved spin and trajectory control. Multiple bounce angle offerings allow golfers to select the perfect configuration to match typical divot depth and playing conditions for personalized results. The HydroPearl Chrome 2.0 club head finish repels water and creates a classic look while further enhancing turf interaction.

Design:
Tour-proven wedge designed with rounded head profile, tapered hosel and more offset to create higher spin, improved feel and control
Soft, 431 Stainless Steel construction creates clean look at address and enhances ball capture
Rounded, higher MOI head contains an elastomer insert to deliver greater accuracy and a softer impact experience
Loft-specific Precision Milled Grooves enhances interaction with the ball at impact to create improved spin and trajectory control
Lower lofted wedges (46° - 52°) feature a 20° sidewall for optimal full-shot performance
Higher lofted wedges (54° - 60°) feature a 28° sidewall and tighter radius for more ball compression and spin
Multiple Bounce Angles allow golfers to fit wedges to typical divot depth and playing conditions
Thin Sole (TS) is suited for a shallow angle of attach and shallow divots
Standard Sole (SS) is suited for moderate attack angles and moderate divots
Wide Sole (WS) is suited for steep angles of attack and deeper divots
Eye2 is versatile from all conditions, especially from the bunkers
HydroPearl Chrome 2.0 club head finish repels water and lowers the friction between the turf and club for more control
Thin, tapered hosel design glides through the sand and high grass better for improved performance
Lightweight Dylawedge grip features a softer and longer shaft tapering for more control when gripping down
Lighter shaft with a lower balance point closer to the tip helps with feel around the head for greater control and versatility
Shaft: PING Z-Z115 Steel Shaft
Grip: PING Dylawedge Grip
Brand : PING
Web ID: 19PNGMGLD30CHRMXXWDG",PING Glide 3.0 Wedge.jpg,https://dks.scene7.com/is/image/GolfGalaxy/19PNGMGLD30CHRMXXWDG_Chrome?wid=1400&fmt=jpg
Putter,Odyssey Stroke Lab One Putter,"Bring a true Stroke of Genius to your short game with the Odyssey Stroke Lab Putter. Designed to challenge established putter design norms, Stroke Lab Putters incorporate a unique new method of weight distribution to improve backswing length, face angle, head speed and tempo. The multi-material, tip-heavy graphite/steel shaft combines with sole and grip weighting to increase feel for the putter head. Legendary White Hot sound and feel combines with the accuracy and distance control of Microhinge to create the feedback and roll demanded by the world’s best.",Odyssey Stroke Lab One Putter.jpg,https://dks.scene7.com/is/image/GolfGalaxy/19ODYMSTRKLBNPSTLPTR?wid=1400&fmt=jpg
Putter,Odyssey Stroke Lab RossiePutter,"Key Features of the Odyssey Stroke Lab Black Rossie Putter:
Face-balanced mallet featuring Odyssey’s multi-material Stroke Lab shaft and a new Microhinge Star Insert
Stroke Lab Technology incorporates a unique method of weight distribution designed to increase feel for the putter head to help golfers repeat a smooth stroke
Engineered to help improve the golfer’s stroke – including backswing length, face angle, head speed and overall stroke tempo
New Microhinge Star Insert delivers ideal crisp sound and feel while maintaining the same roll benefits of the White Hot Microhinge Insert
Full shaft offset keeps hands ahead of the leading edge to promote and upward ball strike at impact
Rich black PVD finish and coating provides a timeless, player-preferred aesthetic
Change your putting game indefinitely with the Odyssey Stroke Lab Black Putters. Designed to challenge established putter design norms, the putters incorporate a unique method of weight distribution to improve backswing length, face angle, head space and tempo. The multi-material, tip-heavy shaft combines with sole and grip weighting to increase feel for the putter head. New Microhinge Star Insert allows for consistency and distance control while providing incredible sound and feel.",Odyssey Stroke Lab RossiePutter.jpg,https://dks.scene7.com/is/image/GolfGalaxy/20CWYMSTRKLBBLKRSPTR?wid=1400&fmt=jpg
Putter,Odyssey Stroke Lab Ten Putter,"Bring a true Stroke of Genius to your short game with the Odyssey Stroke Lab Putter. Designed to challenge established putter design norms, Stroke Lab Putters incorporate a unique new method of weight distribution to improve backswing length, face angle, head speed and tempo. The multi-material, tip-heavy graphite/steel shaft combines with sole and grip weighting to increase feel for the putter head. Legendary White Hot sound and feel combines with the accuracy and distance control of Microhinge to create the feedback and roll demanded by the world’s best.",Odyssey Stroke Lab Ten Putter.jpg,https://dks.scene7.com/is/image/GolfGalaxy/19CWYMSTRKLBBLCKTPTRA?wid=1400&fmt=jpg
Putter,Odyssey Stroke Lab SevenPutter,"Bring a true Stroke of Genius to your short game with the Odyssey Stroke Lab Putter. Designed to challenge established putter design norms, Stroke Lab Putters incorporate a unique new method of weight distribution to improve backswing length, face angle, head speed and tempo. The multi-material, tip-heavy graphite/steel shaft combines with sole and grip weighting to increase feel for the putter head. Legendary White Hot sound and feel combines with the accuracy and distance control of Microhinge to create the feedback and roll demanded by the world’s best.",Odyssey Stroke Lab SevenPutter.jpg,https://dks.scene7.com/is/image/GolfGalaxy/19ODYMSTRKLBSVNSPPTR?wid=1400&fmt=jpg
Putter,Odyssey Stroke Lab R-Line Arrow Putter,"Key Features of the Odyssey Stroke Lab Black R-Line Arrow Putter:
Face-balanced mallet featuring Odyssey’s multi-material Stroke Lab shaft, R-Line alignment and a new Microhinge Star Insert
Stroke Lab Technology incorporates a unique method of weight distribution designed to increase feel for the putter head to help golfers repeat a smooth stroke
Engineered to help improve the golfer’s stroke – including backswing length, face angle, head speed and overall stroke tempo
New Microhinge Star Insert delivers ideal crisp sound and feel while maintaining the same roll benefits of the White Hot Microhinge Insert
Rich black PVD finish and coating provides a timeless, player-preferred aesthetic
Change your putting game indefinitely with the Odyssey Stroke Lab Black Putters. Designed to challenge established putter design norms, the putters incorporate a unique method of weight distribution to improve backswing length, face angle, head space and tempo. The multi-material, tip-heavy shaft combines with sole and grip weighting to increase feel for the putter head. New Microhinge Star Insert allows for consistency and distance control while providing incredible sound and feel.",Odyssey Stroke Lab R-Line Arrow Putter.jpg,https://dks.scene7.com/is/image/GolfGalaxy/20CWYMSTRKLBBLKRLPTR?wid=1400&fmt=jpg
Putter,Odyssey Triple Track Ten Putter,"Key Features of the Odyssey Triple Track Ten Putter:
Face balanced mallet that offers premium materials and performance for maximum MOI and forgiveness
Triple Track Technology features Vernier Hyper Acuity, same visual technology used to land planes, for improved alignment and accuracy
Three sight lines, developed from Callaway’s popular golf ball line, frame the ball at address providing a powerful alignment feature
Stroke Lab Technology incorporates a unique method of weight distribution designed to increase feel for the putter head to help golfers repeat a smooth stroke
New Microhinge Star Insert delivers ideal crisp sound and feel while maintaining the same roll benefits of the White Hot Microhinge Insert
Full shaft offset keeps hands ahead of the leading edge to promote and upward ball strike at impact
Black anodized finish provides a timeless, player-preferred aesthetic
Improve your putting game with the Odyssey Triple Track Putters. Grounded from Callaway’s popular golf ball line, the putters combine Odyssey’s newest innovations to provide you with a high-tech mallet that is engineered to help any golfer make more putts. Triple Track Technology features three sight lines that frame the ball at address for a smoother and more accurate stroke. The new Microhinge Star Insert allows for consistency and distance control while providing incredible sound and feel.",Odyssey Triple Track Ten Putter.jpg,https://dks.scene7.com/is/image/GolfGalaxy/20CWYMTRPLTRCKTNSPTRA?wid=1400&fmt=jpg
Putter,Odyssey Triple Track 2 Ball Putter,"Key Features of the Odyssey Triple Track 2-Ball Putter:
Timeless, Tour-proven 2-Ball mallet shape has dominated Tour events and major championships for years
Triple Track Technology features Vernier Hyper Acuity, same visual technology used to land planes, for improved alignment and accuracy
Three sight lines, developed from Callaway’s popular golf ball line, frame the ball at address providing a powerful alignment feature
Stroke Lab Technology incorporates a unique method of weight distribution designed to increase feel for the putter head to help golfers repeat a smooth stroke
New Microhinge Star Insert delivers ideal crisp sound and feel while maintaining the same roll benefits of the White Hot Microhinge Insert
Full shaft offset keeps hands ahead of the leading edge to promote and upward ball strike at impact
Black anodized finish provides a timeless, player-preferred aesthetic
Improve your putting game with the Odyssey Triple Track Putters. Grounded from Callaway’s popular golf ball line, the putters combine Odyssey’s newest innovations to provide you with a high-tech mallet that is engineered to help any golfer make more putts. Triple Track Technology features three sight lines that frame the ball at address for a smoother and more accurate stroke. The new Microhinge Star Insert allows for consistency and distance control while providing incredible sound and feel.",Odyssey Triple Track 2 Ball Putter.jpg,https://dks.scene7.com/is/image/GolfGalaxy/20CWYMTRPLTRCK2BLPTRA?wid=1400&fmt=jpg
Putter,Odyssey Triple Track Double Wide ,"Key Features of the Odyssey Triple Track Double Wide Putter:
Double wide blade design with the performance of a mallet that helps golfers easily sink putts
Triple Track Technology features Vernier Hyper Acuity, same visual technology used to land planes, for improved alignment and accuracy
Three sight lines, developed from Callaway’s popular golf ball line, frame the ball at address providing a powerful alignment feature
Stroke Lab Technology incorporates a unique method of weight distribution designed to increase feel for the putter head to help golfers repeat a smooth stroke
New Microhinge Star Insert delivers ideal crisp sound and feel while maintaining the same roll benefits of the White Hot Microhinge Insert
Full shaft offset keeps hands ahead of the leading edge to promote and upward ball strike at impact
Black anodized finish provides a timeless, player-preferred aesthetic
Improve your putting game with the Odyssey Triple Track Putters. Grounded from Callaway’s popular golf ball line, the putters combine Odyssey’s newest innovations to provide you with a high-tech blade that is engineered to help any golfer make more putts. Triple Track Technology features three sight lines that frame the ball at address for a smoother and more accurate stroke. The new Microhinge Star Insert allows for consistency and distance control while providing incredible sound and feel.",Odyssey Triple Track Double Wide.jpg,https://dks.scene7.com/is/image/GolfGalaxy/20CWYMTRPLTRCKDBLPTR?wid=1400&fmt=jpg
